siName,guName,dongName,code,admId,dongId1,dongId2,income1,income2,income3,income4,income5,income6
서울특별시,송파구,오금동,01-024-060,1124060,1024060,1024060,22,96,234,456,276,9
서울특별시,송파구,송파1동,01-024-061,1124061,1024061,1024061,51,159,234,353,116,11
서울특별시,송파구,송파2동,01-024-062,1124062,1024062,1024062,14,57,96,277,242,4
서울특별시,송파구,석촌동,01-024-063,1124063,1024063,1024063,52,169,289,436,168,16
서울특별시,송파구,삼전동,01-024-064,1124064,1024064,1024064,48,287,335,323,141,6
서울특별시,송파구,가락본동,01-024-065,1124065,1024065,1024065,47,95,200,439,253,39
서울특별시,송파구,가락1동,01-024-066,1124066,1024066,1024066,30,92,186,198,40,8
서울특별시,송파구,가락2동,01-024-067,1124067,1024067,1024067,23,41,175,428,269,27
서울특별시,송파구,문정1동,01-024-068,1124068,1024068,1024068,28,83,168,201,96,13
서울특별시,송파구,문정2동,01-024-069,1124069,1024069,1024069,3,3,53,168,200,34
서울특별시,송파구,장지동,01-024-070,1124070,1024070,1024070,76,186,337,344,130,11
서울특별시,송파구,잠실본동,01-024-071,1124071,1024071,1024071,21,127,297,396,217,9
서울특별시,송파구,잠실4동,01-024-075,1124075,1024075,1024075,25,37,162,392,374,77
서울특별시,송파구,잠실6동,01-024-077,1124077,1024077,1024077,15,36,49,203,140,27
서울특별시,송파구,잠실7동,01-024-078,1124078,1024078,1024078,3,2,17,139,93,28
서울특별시,송파구,잠실2동,01-024-079,1124079,1024079,1024079,22,34,213,423,325,82
서울특별시,송파구,잠실3동,01-024-080,1124080,1024080,1024080,8,57,138,451,346,68
서울특별시,강동구,강일동,01-025-051,1125051,1025051,1025051,25,92,195,157,64,11
서울특별시,강동구,상일동,01-025-052,1125052,1025052,1025052,27,78,197,462,171,25
서울특별시,강동구,명일1동,01-025-053,1125053,1025053,1025053,34,104,270,261,164,13
서울특별시,강동구,명일2동,01-025-054,1125054,1025054,1025054,26,38,148,270,173,12
서울특별시,강동구,고덕1동,01-025-055,1125055,1025055,1025055,43,66,175,245,95,11
서울특별시,강동구,고덕2동,01-025-056,1125056,1025056,1025056,19,158,185,158,43,4
서울특별시,강동구,암사2동,01-025-058,1125058,1025058,1025058,37,56,185,182,102,4
서울특별시,강동구,암사3동,01-025-059,1125059,1025059,1025059,4,43,123,250,135,13
서울특별시,강동구,천호1동,01-025-061,1125061,1025061,1025061,106,157,204,260,69,3
서울특별시,강동구,천호3동,01-025-063,1125063,1025063,1025063,99,185,220,206,88,0
서울특별시,강동구,성내1동,01-025-065,1125065,1025065,1025065,16,95,135,244,73,4
서울특별시,강동구,성내2동,01-025-066,1125066,1025066,1025066,44,165,196,265,63,11
서울특별시,강동구,성내3동,01-025-067,1125067,1025067,1025067,40,127,180,219,57,8
서울특별시,강동구,둔촌1동,01-025-070,1125070,1025070,1025070,8,39,105,301,241,20
서울특별시,강동구,둔촌2동,01-025-071,1125071,1025071,1025071,41,81,244,361,129,14
서울특별시,강동구,암사1동,01-025-072,1125072,1025072,1025072,88,198,271,325,171,12
서울특별시,강동구,천호2동,01-025-073,1125073,1025073,1025073,105,221,331,258,73,10
서울특별시,강동구,길동,01-025-074,1125074,1025074,1025074,91,211,405,435,161,5
