OBJECTID,average_temperature,tropical_night,heat_wave,elder_dens,receiver,green_area
357,13.700000,13.400000,14.300000,0.01630499397,107.000000,24803.10330820000
358,13.600000,12.200000,13.300000,0.01791936329,324.000000,0.00000000000
359,13.600000,12.300000,14.900000,0.03184203009,18.000000,1465.09033411000
360,13.500000,11.600000,13.600000,0.01282272557,229.000000,2260.15554175000
361,13.500000,11.300000,14.400000,0.01065163732,415.000000,5483.78221633000
362,13.500000,11.200000,13.700000,0.02182272458,343.000000,3709.31404401000
363,13.700000,12.900000,16.700000,0.02518015337,83.000000,121.60352893800
364,13.700000,12.700000,15.800000,0.04428455368,37.000000,2750.11507284000
365,13.400000,10.500000,14.600000,0.03435199010,483.000000,4182.66603966000
366,12.800000,6.800000,11.100000,0.01424506790,450.000000,0.00000000000
367,12.600000,4.700000,8.200000,0.02385990663,51.000000,1863.53203341000
368,13.700000,12.400000,15.000000,0.02653969093,1285.000000,15749.12371820000
369,13.600000,11.700000,14.900000,0.06314529956,957.000000,15212.97387830000
370,13.400000,9.800000,13.200000,0.10069466758,2853.000000,23107.38093730000
371,13.200000,9.000000,12.800000,0.07267480873,1756.000000,74577.84877370000
372,13.600000,11.600000,13.800000,0.03181806659,48.000000,14507.84702010000
373,13.700000,12.800000,14.200000,0.01839160478,210.000000,34438.19655680000
374,13.700000,13.100000,15.400000,0.02692983192,141.000000,16024.64842340000
375,13.400000,10.600000,13.900000,0.01794858018,292.000000,6758.06503175000
376,13.500000,10.500000,15.100000,0.02454287655,451.000000,11780.10766290000
